Designator,Mid X,Mid Y,Layer,Rotation
REF**,114.200004,-69.049008,T,0.0
REF**,113.450004,-69.049008,T,0.0
REF**,112.700004,-69.049008,T,0.0
REF**,111.950004,-69.049008,T,0.0
REF**,111.200004,-69.049007,T,0.0
REF**,81.200004,-77.751008,T,0.0
REF**,81.950004,-77.751008,T,0.0
REF**,82.700004,-77.751008,T,0.0
REF**,83.450004,-77.751008,T,0.0
REF**,84.200004,-77.751007,T,0.0
REF**,84.200004,-69.049001,T,0.0
REF**,83.450004,-69.049,T,0.0
REF**,82.700004,-69.049,T,0.0
REF**,81.950004,-69.049,T,0.0
REF**,81.200004,-69.049,T,0.0
REF**,63.499999,-89.451001,T,0.0
REF**,64.249999,-89.451001,T,0.0
REF**,64.999999,-89.451001,T,0.0
REF**,65.749999,-89.451,T,0.0
REF**,66.499999,-89.451,T,0.0
REF**,66.499999,-80.749013,T,0.0
REF**,65.749999,-80.749013,T,0.0
REF**,64.999999,-80.749012,T,0.0
REF**,64.249999,-80.749012,T,0.0
REF**,63.499999,-80.749012,T,0.0
REF**,33.499999,-89.451013,T,0.0
REF**,34.249999,-89.451013,T,0.0
REF**,34.999999,-89.451012,T,0.0
REF**,35.749999,-89.451012,T,0.0
REF**,36.499999,-89.451012,T,0.0
REF**,36.499999,-80.749001,T,0.0
REF**,35.749999,-80.749001,T,0.0
REF**,34.999999,-80.749001,T,0.0
REF**,34.249999,-80.749,T,0.0
REF**,33.499999,-80.749,T,0.0
REF**,111.200004,-89.451001,T,0.0
REF**,111.950004,-89.451001,T,0.0
REF**,112.700004,-89.451001,T,0.0
REF**,113.450004,-89.451,T,0.0
REF**,114.200004,-89.451,T,0.0
REF**,114.200004,-80.749013,T,0.0
REF**,113.450004,-80.749013,T,0.0
REF**,112.700004,-80.749012,T,0.0
REF**,111.950004,-80.749012,T,0.0
REF**,111.200004,-80.749012,T,0.0
REF**,81.200004,-89.451013,T,0.0
REF**,81.950004,-89.451013,T,0.0
REF**,82.700004,-89.451012,T,0.0
REF**,83.450004,-89.451012,T,0.0
REF**,84.200004,-89.451012,T,0.0
REF**,84.200004,-80.749001,T,0.0
REF**,83.450004,-80.749001,T,0.0
REF**,82.700004,-80.749001,T,0.0
REF**,81.950004,-80.749,T,0.0
REF**,81.200004,-80.749,T,0.0
REF**,63.499999,-101.151002,T,0.0
REF**,64.249999,-101.151001,T,0.0
REF**,64.999999,-101.151001,T,0.0
REF**,65.749999,-101.151001,T,0.0
REF**,66.499999,-101.151,T,0.0
REF**,66.499999,-92.449018,T,0.0
REF**,65.749999,-92.449017,T,0.0
REF**,64.999999,-92.449017,T,0.0
REF**,64.249999,-92.449017,T,0.0
REF**,63.499999,-92.449016,T,0.0
REF**,33.499999,-101.151018,T,0.0
REF**,34.249999,-101.151017,T,0.0
REF**,34.999999,-101.151017,T,0.0
REF**,35.749999,-101.151017,T,0.0
REF**,36.499999,-101.151016,T,0.0
REF**,36.499999,-92.449002,T,0.0
REF**,35.749999,-92.449001,T,0.0
REF**,34.999999,-92.449001,T,0.0
REF**,34.249999,-92.449001,T,0.0
REF**,33.499999,-92.449,T,0.0
REF**,111.200004,-101.151002,T,0.0
REF**,111.950004,-101.151001,T,0.0
REF**,112.700004,-101.151001,T,0.0
REF**,113.450004,-101.151001,T,0.0
REF**,114.200004,-101.151,T,0.0
REF**,114.200004,-92.449018,T,0.0
REF**,113.450004,-92.449017,T,0.0
REF**,112.700004,-92.449017,T,0.0
REF**,111.950004,-92.449017,T,0.0
REF**,111.200004,-92.449016,T,0.0
REF**,81.200004,-101.151018,T,0.0
REF**,81.950004,-101.151017,T,0.0
REF**,82.700004,-101.151017,T,0.0
REF**,83.450004,-101.151017,T,0.0
REF**,84.200004,-101.151016,T,0.0
REF**,84.200004,-92.449002,T,0.0
REF**,83.450004,-92.449001,T,0.0
REF**,82.700004,-92.449001,T,0.0
REF**,81.950004,-92.449001,T,0.0
REF**,81.200004,-92.449,T,0.0
REF**,63.499999,-112.851003,T,0.0
REF**,64.249999,-112.851002,T,0.0
REF**,64.999999,-112.851002,T,0.0
REF**,65.749999,-112.851001,T,0.0
REF**,66.499999,-112.851001,T,0.0
REF**,66.499999,-104.149022,T,0.0
REF**,65.749999,-104.149022,T,0.0
REF**,64.999999,-104.149021,T,0.0
REF**,64.249999,-104.149021,T,0.0
REF**,63.499999,-104.14902,T,0.0
REF**,33.499999,-112.851023,T,0.0
REF**,34.249999,-112.851022,T,0.0
REF**,34.999999,-112.851022,T,0.0
REF**,35.749999,-112.851021,T,0.0
REF**,36.499999,-112.851021,T,0.0
REF**,36.499999,-104.149002,T,0.0
